X	Edge	Bias	Value	Uncertainty	Exception
1.1	0.20143	0.00227377493141279	1.00227377493141	0.221165074956708	NotMonotonicException
1.15	0.20145	0.00356091587350016	1.0035609158735	0.231086814005872	NotMonotonicException
1.2	0.20147	0.00494798018930154	1.0049479801893	0.241036894644595	NotMonotonicException
1.25	0.2015	0.00643547632608277	1.00643547632608	0.251032169766859	NotMonotonicException
1.3	0.20152	0.00802215999365119	1.00802215999365	0.261052828656713	NotMonotonicException
1.35	0.20154	0.00970845928686592	1.00970845928687	0.271115163494202	NotMonotonicException
1.4	0.20156	0.0114943363968387	1.01149433639684	0.281223547311788	NotMonotonicException
1.45	0.20159	0.013381127508973	1.01338112750897	0.291396686853833	NotMonotonicException
1.5	0.20161	0.0153663765141194	1.01536637651412	0.301610700960167	NotMonotonicException
1.55	0.20163	0.0174512977514016	1.0174512977514	0.311883749003895	NotMonotonicException
1.6	0.20165	0.0196359844441663	1.01963598444417	0.322220124574293	NotMonotonicException
1.65	0.20168	0.0219227474969823	1.02192274749698	0.332640590696839	NotMonotonicException
1.7	0.2017	0.0243076075001176	1.02430760750012	0.343117023729164	NotMonotonicException
1.75	0.20172	0.0267927128775303	1.02679271287753	0.353669637838634	NotMonotonicException
1.8	0.20175	0.0293812036086234	1.02938120360862	0.364320888463174	NotMonotonicException
1.85	0.20177	0.0320677534700102	1.03206775347001	0.375039305978978	NotMonotonicException
1.9	0.20179	0.0348553097372428	1.03485530973724	0.38584678722377	NotMonotonicException
1.95	0.20182	0.0377479272562622	1.03774792725626	0.396767623291565	NotMonotonicException
2.05	0.20186	0.0438316295707601	1.04383162957076	0.418868090839825	NotMonotonicException
2.1	0.20188	0.0470269494949489	1.04702694949495	0.430075815794395	NotMonotonicException
2.15	0.20191	0.0503301279925665	1.05033012799257	0.441416979968011	NotMonotonicException
2.2	0.20193	0.0537320062038349	1.05373200620383	0.452851549374778	NotMonotonicException
2.25	0.20195	0.0572377322095809	1.05723773220958	0.464405902633235	NotMonotonicException
2.3	0.20198	0.0608538414964241	1.06085384149642	0.476109252570486	NotMonotonicException
2.35	0.202	0.0645692297240625	1.06456922972406	0.487917487521631	NotMonotonicException
2.4	0.20202	0.0683901378396932	1.06839013783969	0.499859181599982	NotMonotonicException
2.45	0.20205	0.0723243195432794	1.07232431954328	0.511965969308993	NotMonotonicException
2.5	0.20207	0.07635853715556	1.07635853715556	0.524189366087475	NotMonotonicException
2.55	0.20209	0.0805002182689374	1.08050021826894	0.536560330108349	NotMonotonicException
2.6	0.20211	0.0847500676520403	1.08475006765204	0.549083668111212	NotMonotonicException
2.65	0.20214	0.0891176160728988	1.0891176160729	0.561794577468552	NotMonotonicException
2.7	0.20216	0.0935864797500372	1.09358647975004	0.574638220250306	NotMonotonicException
2.75	0.20218	0.0981658200274478	1.09816582002745	0.587649057606291	NotMonotonicException
2.8	0.20221	0.102866620560341	1.10286662056034	0.600865235541055	NotMonotonicException
2.85	0.20223	0.107669902870057	1.10766990287006	0.614226709003606	NotMonotonicException
2.9	0.20225	0.11258624756317	1.11258624756317	0.627770835368493	NotMonotonicException
2.95	0.20228	0.117628199060193	1.11762819906019	0.641538969814333	NotMonotonicException
3.05	0.20232	0.128035679812166	1.12803567981217	0.669590740724899	NotMonotonicException
3.1	0.20234	0.133414331094084	1.13341433109408	0.683920447721807	NotMonotonicException
3.15	0.20237	0.138924729888041	1.13892472988804	0.698500636027506	NotMonotonicException
3.2	0.20239	0.144541012334695	1.14454101233469	0.713257384747571	NotMonotonicException
3.25	0.20241	0.150277493914944	1.15027749391494	0.728235835768473	NotMonotonicException
3.3	0.20244	0.156150809338591	1.15615080933859	0.743485979195371	NotMonotonicException
3.35	0.20246	0.162131764899646	1.16213176489965	0.758927097966666	NotMonotonicException
3.4	0.20248	0.168236470901227	1.16823647090123	0.774608168877692	NotMonotonicException
3.45	0.20251	0.17448352166134	1.17448352166134	0.790583438775902	NotMonotonicException
3.5	0.20253	0.180840150855633	1.18084015085563	0.806764812828455	NotMonotonicException
3.55	0.20255	0.18732438855193	1.18732438855193	0.823205440684848	NotMonotonicException
3.6	0.20258	0.193956922106244	1.19395692210624	0.839964202287765	NotMonotonicException
3.65	0.2026	0.20070115769467	1.20070115769467	0.85694498857563	NotMonotonicException
3.7	0.20262	0.207577176682692	1.20757717668269	0.874205489912575	NotMonotonicException
3.75	0.20265	0.214607900229174	1.21460790022917	0.891809628775613	NotMonotonicException
3.8	0.20267	0.221752638912676	1.22175263891268	0.909652586238072	NotMonotonicException
3.85	0.20269	0.229033664080065	1.22903366408007	0.92779699371206	NotMonotonicException
3.9	0.20271	0.236452546294479	1.23645254629448	0.946250384102645	NotMonotonicException
3.95	0.20274	0.244035417348577	1.24403541734858	0.965084101551595	NotMonotonicException
